k	a	set	resolving?
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000114	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000120	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000121	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000122	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000123	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000124	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000130	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000131	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000132	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000133	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000134	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000140	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000141	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000142	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000143	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000144	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000200	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000201	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000202	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000203	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000204	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000210	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000211	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000212	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000213	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000214	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000220	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000221	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000222	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000223	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000224	False
14	3	00021220222120,00010210202211,00021022012100,00111120202100,01101220202100,00021020200100,00010210202200,01102221102100,00021022202100,10211200202100,00021220202100,10211220202100,10211220201100,01101220202000,00021220222122	True
14	3	01110002112010,22110001011221,00110002212020,01111102112020,01110022102020,22110002112020,22100202112020,01110022102120,00022010112020,01110002112020,01111002112020,00110002210020,22110001112000,22110001022020,01110002112012	True
14	3	10000122212101,00011220202100,00011220012111,10000122212001,10000120212121,00122120212101,00011100122101,10012021211101,01212110212101,10012021212201,10002120212101,00011120212101,10000120212101,00011220210101,10000122212102	True
14	3	01122120221210,12100121111021,00010221221010,00010221201010,12100102220010,12110121221010,01122121021110,00011011221010,01122121021010,00110121221010,12100121221010,12100121112010,01122121021000,00011121221010,01122120221212	True
14	3	20001021212121,20001021022120,01010121202121,00001021222121,00101021222121,01010021222121,20001021222021,20021200222121,20001021222121,00001021222111,20022021222101,00001011122121,00001021220121,01010122221221,20001021212122	True
14	3	11102001102100,00111220000102,01020201020120,11101201010100,00021201000100,11101202000100,11102011000100,11102011000000,00021201200200,00021201001110,01020201000100,01020201020100,11121201000100,11101101000100,11102001102101	True
14	3	01001011212110,00002110202111,00102101212120,22022111212110,00000111211010,00012221222110,00012221212110,00002111212110,00102101212110,00102101112110,00000111212100,00002110202210,00012212212110,01001111010110,01001011212112	True
14	3	10100122212210,10100020010212,10100002211220,10100122210210,00000022210210,10120222200210,10102012110110,10100122210200,10100022210210,10100002220210,01210021210210,10100002211010,00101022210210,10100020210210,10100122212211	True
14	3	01002222111111,01001120110112,01001120210111,21012222110111,01001122010201,01022222110121,01001111100111,01022222110111,00102222120111,01001120210011,21012002110111,01001120212111,00000222110111,00102222110111,01002222111110	True
14	3	00121011211121,22211022111220,22211022011221,00011011010221,00121011211221,22201011011221,01010201012221,22212011021221,01010200011221,22201111011221,22211022111201,01010200001221,01010211011211,00011011011021,00121011211122	True
14	3	01212100220220,11011200022222,00011100012220,11021010022210,01212100222220,00100100022220,00100100022020,00101100022220,01212122022220,11011101022220,11021010002200,11011100122120,11021010002220,01212100021220,01212100220221	True
14	3	01011101221110,00022121122212,01011121202220,21100121220210,00111122222210,00111122012210,01011101222210,21100121220010,01011121222210,21111010222210,21100221222200,21101121222210,21100221222210,21111011222210,01011101221111	True
14	3	11101201100112,00110100212010,11101201112012,00110100112012,00020102112012,01112101022012,00010001112012,01112111112212,11101201102012,11100101112002,11101121112012,11101201100022,00110101111012,11101201100012,11101201100111	True
14	3	00022122001001,01012122102000,22120002002021,22102122002001,01012111012001,00021122000201,22120002002001,00122122022001,01012222002001,00122122202001,22120000002001,22120000002111,01012111002001,00021122002001,00022122001002	True
14	3	21002011220202,00002002110201,00112110120202,01122211120202,21002011202202,00112011120002,00111011121202,01122211120212,00002002020202,00100011120202,00111011120202,00002001120202,00112011120202,00111021120122,21002011220200	True
14	3	00101210102011,20222011102210,20222020100011,20222022102111,00001200102011,00011210102011,20222011112011,20222011102001,00001200022011,00001200021011,00100210202021,01001210102011,00100210202011,00101110102011,00101210102012	True
14	3	00010211222211,00011110221110,00111011222221,00111012222211,00111021122201,20111201222211,00011211222211,00111021122211,00010211002211,00001211222211,00011110221211,00011211220011,00011110212211,01222211222211,00010211222212	True
14	3	00101022020220,00110122020212,21122022220210,00101022020010,00110122001110,00012001020210,00110120020210,00102222010210,00012022020210,00110122000210,00012001020200,00102022020210,01112012020210,00012001122210,00101022020221	True
14	3	01112011202021,20212020212122,00110012222001,01112012202021,00112012201021,00002112102221,20212020002021,20212012202011,20212012202021,20221202202021,20212020202021,00002112102021,00002012200021,00002012202021,01112011202020	True
14	3	01200021122100,00012021000202,00102020102200,12102122102200,01200021122200,01222221102200,01222011102210,01222221112200,12102121102200,01200021202200,00011021102200,00011001102200,00012021000220,01222221101000,01200021122101	True
14	3	00112212021021,11222112221122,00122212011121,00122212011221,00110212001121,00122221020121,00122012021121,00022200121121,01201212021121,00022200022121,00122212021121,00022202021111,00122221020101,00122221021121,00112212021020	True
14	3	01110210012202,12020200010220,00110222011022,01110210010222,00110220210222,01112111000222,00000210010222,12020210010122,01112111010222,12020200010212,12011210010222,12011010020222,12020210010222,12020200110222,01110210012201	True
14	3	00120110212121,01020010211122,00020110211121,10000100101121,10000222211121,10000101211221,01021110211021,01021110210121,10000110211121,00120110212111,01012110211121,01021110011121,01021110211101,10000110221121,00120110212120	True
14	3	00001000002220,00112001011211,00112002000220,00102001001220,00002011001020,00112001101220,00112001101200,00001000021220,00001000001220,01220021001220,00002001001220,00002101201220,12002201001220,00112001011120,00001000002222	True
14	3	20102111220200,00121100222001,00120200210000,20102111020100,20102000220000,20102111220010,00120202220020,20102111220000,20102111200000,20121100220000,00021120120000,20102100220000,01011100220000,01011100221000,20102111220202	True
14	3	00122200220201,01102220220122,00012200200201,11212202210201,00110010222201,01102220220201,00110001220201,11212202121201,01102220220101,01101200020201,11212202120201,11212200220201,00122100220201,00012200220011,00122200220200	True
14	3	12200220202221,00000100202222,01120002202221,01120000202221,01122101202221,00000100202121,12200220210221,01120010002211,00111100222221,01120010002221,12200220212221,12200100201021,00100100202201,01120002102221,12200220202220	True
14	3	01210121000211,20012021020012,00012121022011,20011122020011,00122121020111,20012101020011,00002221120011,00122121221011,00002221120001,00122121220011,01210121020021,01210121000011,20011121020011,00002210010011,01210121000210	True
14	3	00010102100221,10110002102120,10110012102021,01021200121121,00110002112121,00110002102121,00112002102121,01021002102121,00010101002121,10110012102111,10110002102101,10100022102121,01021200202121,01021200122121,00010102100222	True
14	3	00110210121212,00110210121110,00111102220112,01121122100102,00021102120112,00110201020122,01121122100112,00111102120112,01101102120112,00110202120012,01121122122112,10122102120112,00021002110112,00110210120112,00110210121211	True
14	3	11001211221022,11012100221020,00111000211122,11012120221022,00111000221022,00021100221222,11012120221012,11001100221022,11012102221022,00111000211022,11011100121022,11012100222022,01010100201002,11001211020022,11001211221021	True
14	3	10012110120012,00101010202100,10012110100022,00002210100012,00122010100012,00122000101012,00122000100012,00002011010012,10012110100012,00002011100012,00122000100212,01102010100012,00002212100012,10010020100012,10012110120011	True
14	3	01221111111002,01220211110010,01220210102002,01220211110002,00112111112002,00020111112002,01220210112202,01220122022022,01220210112002,01220211112102,01200111112002,21020001212002,21020011112002,01220122112002,01221111111001	True
14	3	20221022112002,00021112212000,00021112212202,20221022212002,00021112222002,01201102202002,20221021211022,01201122212102,01201102202012,20221021212002,20222222212002,00120122212002,20222120010002,00111122212002,20221022112001	True
14	3	21102201012001,00022221221000,00020211222001,21102201010021,00022012222201,21122211222001,00112110222001,00022211222011,01221211122001,00112111222001,21102201222001,21102201010001,01221211122101,00020211202001,21102201012002	True
14	3	00011122121120,01012222021122,01012221221120,01012112221120,12122122221120,12122122221020,00000100221120,00002122221120,01012221212120,00112022220120,01012221211200,00000122201110,01012221211220,01012222221120,00011122121121	True
14	3	01011001200011,00020102200010,00100201202111,12022111100001,12022111200011,00020102211011,12022110220011,00120101200011,12022110220211,00020121000021,00100201200011,12020101200011,01011101200011,00020121000011,01011001200012	True
14	3	00002001000012,01100111000011,22011010002012,22011010002112,22010011000002,00100211000012,01100011000222,22011010200012,00120011000012,01100012110012,00120021000012,22010011021012,22010011020012,01100011000212,00002001000010	True
14	3	00102102211222,00102102111220,12200202101022,00101202122222,01201202011222,00101201111222,00101201111122,01211202111222,00021202110222,01211012111212,12200220111202,12200220111222,00101202111222,00101202121222,00102102211221	True
14	3	00021120222222,01011210222221,11201200122022,00021120221222,00021120000222,00021120022222,00110210222222,01011011212122,11211210222222,11212210222222,01011011212222,00021112222212,00021110222222,11211210222202,00021120222220	True
14	3	00022000201021,01021000221012,00022000201011,01021000201011,01021200100211,01021200100011,12202000201011,12202000001011,00122002201011,00122020201011,00122000201111,00112110211011,12202000202001,00020001201011,00022000201020	True
14	3	00121201201022,01200201210010,11111210211122,00101021211022,00001202211022,11112201211022,00121201201222,00001202111022,11111210221022,00001201012022,11111201211022,01200201210022,00001101211022,01200201211002,00121201201021	True
14	3	22200021121211,00011002020212,22200101100211,01122001120211,00121211112201,01122001120221,22200101120211,00121201120211,01122001220211,22201001120011,22200021121111,00021001120211,22200021120211,22201000120211,22200021121210	True
14	3	01220001212102,00101001012201,00102002200102,00021101212102,10211201212102,00101001222102,00121021112112,00101001221002,00102001212102,00021001212102,00101001221122,00101001212102,00101010212102,00101001221102,01220001212100	True
